Node ID,Attributes
17.0,"{'Longitude': -122.319127548026, 'Latitude': 47.6323602099498, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193018.0}"
19.0,"{'Longitude': -122.28543873273, 'Latitude': 47.708718770973725, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32788.0,"{'Longitude': -122.274197098977, 'Latitude': 47.5425451051923, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
21.0,"{'Longitude': -122.27748094972652, 'Latitude': 47.6523337240977, 'Degree Centrality': 3.0, 'Betweenness Centrality': 675114.0}"
32793.0,"{'Longitude': -122.23078588238302, 'Latitude': 47.4973152055268, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
26.0,"{'Longitude': -122.329724985626, 'Latitude': 47.6401603173808, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32795.0,"{'Longitude': -122.31263390679644, 'Latitude': 47.72298377051177, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32796.0,"{'Longitude': -122.363797976481, 'Latitude': 47.716287448212, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32798.0,"{'Longitude': -122.319447515372, 'Latitude': 47.6621759614347, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32799.0,"{'Longitude': -122.26248855392468, 'Latitude': 47.496546041666136, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
33.0,"{'Longitude': -122.336718563857, 'Latitude': 47.5744335166959, 'Degree Centrality': 4.0, 'Betweenness Centrality': 788753.0000000001}"
34.0,"{'Longitude': -122.34880321643, 'Latitude': 47.7732053829851, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
35.0,"{'Longitude': -122.34868892573802, 'Latitude': 47.7732053735194, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32804.0,"{'Longitude': -122.326697226415, 'Latitude': 47.6202321347758, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
36.0,"{'Longitude': -122.283370225182, 'Latitude': 47.6123019376067, 'Degree Centrality': 4.0, 'Betweenness Centrality': 96528.0}"
32806.0,"{'Longitude': -122.374030393286, 'Latitude': 47.7059350983095, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
39.0,"{'Longitude': -122.311088752356, 'Latitude': 47.6902818644827, 'Degree Centrality': 4.0, 'Betweenness Centrality': 160864.0}"
38.0,"{'Longitude': -122.308029646369, 'Latitude': 47.586353888831205, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32802.0,"{'Longitude': -122.285016067751, 'Latitude': 47.5605653559259, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
46.0,"{'Longitude': -122.323150988599, 'Latitude': 47.6247996868787, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32815.0,"{'Longitude': -122.326879890183, 'Latitude': 47.7554419079294, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32816.0,"{'Longitude': -122.32647120780868, 'Latitude': 47.64314438196697, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
49.0,"{'Longitude': -122.312648642573, 'Latitude': 47.7320319278491, 'Degree Centrality': 3.0, 'Betweenness Centrality': 160858.0}"
32818.0,"{'Longitude': -122.36588913041, 'Latitude': 47.6752945628335, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
51.0,"{'Longitude': -122.390768542466, 'Latitude': 47.6849937810139, 'Degree Centrality': 3.0, 'Betweenness Centrality': 3509447.46233731}"
52.0,"{'Longitude': -122.312003463902, 'Latitude': 47.62255358902373, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
53.0,"{'Longitude': -122.315261822895, 'Latitude': 47.7105108080011, 'Degree Centrality': 3.0, 'Betweenness Centrality': 128694.0}"
32821.0,"{'Longitude': -122.345571575083, 'Latitude': 47.7428353999605, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
55.0,"{'Longitude': -122.333602179516, 'Latitude': 47.622242345941, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
56.0,"{'Longitude': -122.32331146928898, 'Latitude': 47.6759290507592, 'Degree Centrality': 3.0, 'Betweenness Centrality': 128694.0}"
57.0,"{'Longitude': -122.323289357926, 'Latitude': 47.6759850901452, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
54.0,"{'Longitude': -122.288308366004, 'Latitude': 47.62608540405879, 'Degree Centrality': 3.0, 'Betweenness Centrality': 160858.0}"
32824.0,"{'Longitude': -122.326382764585, 'Latitude': 47.5862798872351, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
60.0,"{'Longitude': -122.337413697827, 'Latitude': 47.6477226241553, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32825.0,"{'Longitude': -122.333998714919, 'Latitude': 47.5742041769774, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
58.0,"{'Longitude': -122.24217129156864, 'Latitude': 47.49671726627787, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32831.0,"{'Longitude': -122.272324063392, 'Latitude': 47.5223671706198, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
61.0,"{'Longitude': -122.261920044725, 'Latitude': 47.488438454602, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
65.0,"{'Longitude': -122.336700648609, 'Latitude': 47.6504312404648, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
66.0,"{'Longitude': -122.354187545529, 'Latitude': 47.7341458574424, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32833.0,"{'Longitude': -122.296227220054, 'Latitude': 47.5710299589339, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32829.0,"{'Longitude': -122.291520683157, 'Latitude': 47.5377403788378, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32837.0,"{'Longitude': -122.283044281861, 'Latitude': 47.627242160719696, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
70.0,"{'Longitude': -122.355532845009, 'Latitude': 47.6589129853775, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1126334.5650792487}"
32838.0,"{'Longitude': -122.315655549048, 'Latitude': 47.6135964039103, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
72.0,"{'Longitude': -122.275684367022, 'Latitude': 47.65772720934556, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32841.0,"{'Longitude': -122.2552329611145, 'Latitude': 47.67297534344665, 'Degree Centrality': 3.0, 'Betweenness Centrality': 642838.0}"
74.0,"{'Longitude': -122.277182464304, 'Latitude': 47.6369972636245, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1124042.0}"
71.0,"{'Longitude': -122.283790177439, 'Latitude': 47.5617430625908, 'Degree Centrality': 3.0, 'Betweenness Centrality': 289498.0}"
32845.0,"{'Longitude': -122.372946801038, 'Latitude': 47.67377141822751, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32846.0,"{'Longitude': -122.38329659043602, 'Latitude': 47.6825853159591, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
78.0,"{'Longitude': -122.320726400615, 'Latitude': 47.6242049806258, 'Degree Centrality': 3.0, 'Betweenness Centrality': 257326.0}"
77.0,"{'Longitude': -122.320746364327, 'Latitude': 47.6242060847103, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193026.0}"
80.0,"{'Longitude': -122.36669562866298, 'Latitude': 47.7647369720103, 'Degree Centrality': 3.0, 'Betweenness Centrality': 5291834.0}"
32850.0,"{'Longitude': -122.337430266614, 'Latitude': 47.6219652658899, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32851.0,"{'Longitude': -122.28827752476268, 'Latitude': 47.60702185640346, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
81.0,"{'Longitude': -122.3666748999248, 'Latitude': 47.76444307191054, 'Degree Centrality': 3.0, 'Betweenness Centrality': 4719126.0}"
85.0,"{'Longitude': -122.259262193075, 'Latitude': 47.51684193887, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193018.0}"
86.0,"{'Longitude': -122.26204526270702, 'Latitude': 47.67493203913569, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193018.0}"
87.0,"{'Longitude': -122.32413796023802, 'Latitude': 47.6589022117601, 'Degree Centrality': 3.0, 'Betweenness Centrality': 56134410.53771493}"
32855.0,"{'Longitude': -122.3306450089378, 'Latitude': 47.76626030485684, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
88.0,"{'Longitude': -122.347227322768, 'Latitude': 47.7722508387612, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
90.0,"{'Longitude': -122.336406312772, 'Latitude': 47.77059434604829, 'Degree Centrality': 3.0, 'Betweenness Centrality': 16410682.0}"
91.0,"{'Longitude': -122.267681994924, 'Latitude': 47.5460980020708, 'Degree Centrality': 3.0, 'Betweenness Centrality': 128694.0}"
92.0,"{'Longitude': -122.34502630231468, 'Latitude': 47.738034620574574, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32861.0,"{'Longitude': -122.349809198938, 'Latitude': 47.7085886981045, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32856.0,"{'Longitude': -122.275336796781, 'Latitude': 47.5237691985202, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
95.0,"{'Longitude': -122.324530332328, 'Latitude': 47.6812718397891, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32863.0,"{'Longitude': -122.317362219216, 'Latitude': 47.6568232899943, 'Degree Centrality': 6.0, 'Betweenness Centrality': 1313060.0}"
96.0,"{'Longitude': -122.316693892936, 'Latitude': 47.5634545566124, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1060374.0}"
98.0,"{'Longitude': -122.26804063833856, 'Latitude': 47.67592735403912, 'Degree Centrality': 3.0, 'Betweenness Centrality': 225186.0}"
99.0,"{'Longitude': -122.26805163246232, 'Latitude': 47.67591745699184, 'Degree Centrality': 4.0, 'Betweenness Centrality': 96528.0}"
101.0,"{'Longitude': -122.308077902678, 'Latitude': 47.63234617207829, 'Degree Centrality': 3.0, 'Betweenness Centrality': 771214.0}"
32870.0,"{'Longitude': -122.317373220142, 'Latitude': 47.602634609995, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
103.0,"{'Longitude': -122.27164855241033, 'Latitude': 47.6572642817543, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
104.0,"{'Longitude': -122.324136352782, 'Latitude': 47.74355183835627, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32869.0,"{'Longitude': -122.313967068204, 'Latitude': 47.5793012546194, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
105.0,"{'Longitude': -122.253299645756, 'Latitude': 47.5053026523204, 'Degree Centrality': 3.0, 'Betweenness Centrality': 954911.9999999988}"
107.0,"{'Longitude': -122.34658593736432, 'Latitude': 47.7740911968998, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
108.0,"{'Longitude': -122.344729113673, 'Latitude': 47.6642506940134, 'Degree Centrality': 4.0, 'Betweenness Centrality': 385950.0}"
106.0,"{'Longitude': -122.23025390135666, 'Latitude': 47.48953306562717, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32879.0,"{'Longitude': -122.279549312212, 'Latitude': 47.5357950174345, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32880.0,"{'Longitude': -122.325708809284, 'Latitude': 47.6273076812791, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
112.0,"{'Longitude': -122.291569495493, 'Latitude': 47.56072324337689, 'Degree Centrality': 3.0, 'Betweenness Centrality': 257326.0}"
114.0,"{'Longitude': -122.35094718899, 'Latitude': 47.75526282845019, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
115.0,"{'Longitude': -122.369202310853, 'Latitude': 47.66374093280877, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
116.0,"{'Longitude': -122.368689656765, 'Latitude': 47.663745619523, 'Degree Centrality': 4.0, 'Betweenness Centrality': 96528.0}"
32884.0,"{'Longitude': -122.33797000518564, 'Latitude': 47.7334996557756, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
118.0,"{'Longitude': -122.2809187450558, 'Latitude': 47.54070516914138, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193026.0}"
113.0,"{'Longitude': -122.350950592714, 'Latitude': 47.7555593853645, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32891.0,"{'Longitude': -122.343623374864, 'Latitude': 47.654154501910966, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32892.0,"{'Longitude': -122.326047224644, 'Latitude': 47.6383392874745, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32893.0,"{'Longitude': -122.395737405607, 'Latitude': 47.674466487085, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
126.0,"{'Longitude': -122.375620863035, 'Latitude': 47.6753686692976, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
125.0,"{'Longitude': -122.34582843189077, 'Latitude': 47.64943968321164, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193026.0}"
130.0,"{'Longitude': -122.223111981239, 'Latitude': 47.4930604704399, 'Degree Centrality': 3.0, 'Betweenness Centrality': 128694.0}"
32902.0,"{'Longitude': -122.292591043661, 'Latitude': 47.712211808223, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
134.0,"{'Longitude': -122.3504734773864, 'Latitude': 47.7322674028188, 'Degree Centrality': 3.0, 'Betweenness Centrality': 353758.0}"
32903.0,"{'Longitude': -122.345688317124, 'Latitude': 47.7609405807329, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
138.0,"{'Longitude': -122.295988287218, 'Latitude': 47.6939088232667, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
141.0,"{'Longitude': -122.3234907392245, 'Latitude': 47.61968040200005, 'Degree Centrality': 4.0, 'Betweenness Centrality': 160864.0}"
142.0,"{'Longitude': -122.355331138894, 'Latitude': 47.6670175060473, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1986316.9142859615}"
32909.0,"{'Longitude': -122.325061777836, 'Latitude': 47.6102508882308, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
144.0,"{'Longitude': -122.31282406385527, 'Latitude': 47.61939229363082, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193018.0}"
145.0,"{'Longitude': -122.291058445827, 'Latitude': 47.57101655298461, 'Degree Centrality': 3.0, 'Betweenness Centrality': 128694.0}"
147.0,"{'Longitude': -122.370587191481, 'Latitude': 47.6630187852299, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32916.0,"{'Longitude': -122.341517508915, 'Latitude': 47.7285905004126, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
148.0,"{'Longitude': -122.30386717298, 'Latitude': 47.6395750761105, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1116306.0}"
32917.0,"{'Longitude': -122.291418210208, 'Latitude': 47.7178981605156, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
151.0,"{'Longitude': -122.34264099153602, 'Latitude': 47.7032769139178, 'Degree Centrality': 3.0, 'Betweenness Centrality': 418026.0}"
32920.0,"{'Longitude': -122.33258542363434, 'Latitude': 47.654938156921, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32919.0,"{'Longitude': -122.300419715764, 'Latitude': 47.6395015906227, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32922.0,"{'Longitude': -122.33568965907466, 'Latitude': 47.65053095311193, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
152.0,"{'Longitude': -122.283368166675, 'Latitude': 47.54381955957481, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1467022.4999999995}"
32924.0,"{'Longitude': -122.335153316786, 'Latitude': 47.59225954513301, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
157.0,"{'Longitude': -122.27340967752366, 'Latitude': 47.65675283046087, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32926.0,"{'Longitude': -122.384866348753, 'Latitude': 47.66806580475191, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
159.0,"{'Longitude': -122.321221937501, 'Latitude': 47.6231605394897, 'Degree Centrality': 3.0, 'Betweenness Centrality': 931594.0}"
160.0,"{'Longitude': -122.265280949342, 'Latitude': 47.6866327320358, 'Degree Centrality': 3.0, 'Betweenness Centrality': 608767.2241758263}"
161.0,"{'Longitude': -122.326794710662, 'Latitude': 47.6219530422567, 'Degree Centrality': 3.0, 'Betweenness Centrality': 7294561.26666717}"
162.0,"{'Longitude': -122.345160073115, 'Latitude': 47.7268492911354, 'Degree Centrality': 3.0, 'Betweenness Centrality': 7265042.142856432}"
163.0,"{'Longitude': -122.32344583135098, 'Latitude': 47.657055041733, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32928.0,"{'Longitude': -122.26904707200568, 'Latitude': 47.6593839751188, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32933.0,"{'Longitude': -122.332443580395, 'Latitude': 47.6271252776899, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
166.0,"{'Longitude': -122.30142990666, 'Latitude': 47.70573684407187, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
168.0,"{'Longitude': -122.317953569736, 'Latitude': 47.68021292259831, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32936.0,"{'Longitude': -122.27476309851367, 'Latitude': 47.67570716252833, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
170.0,"{'Longitude': -122.2813983322552, 'Latitude': 47.53779879726852, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
174.0,"{'Longitude': -122.345164771502, 'Latitude': 47.6218574929743, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32943.0,"{'Longitude': -122.318691073144, 'Latitude': 47.6141461888635, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
176.0,"{'Longitude': -122.320555573671, 'Latitude': 47.7058770802208, 'Degree Centrality': 3.0, 'Betweenness Centrality': 385926.0}"
32945.0,"{'Longitude': -122.345174446556, 'Latitude': 47.7343655987377, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
177.0,"{'Longitude': -122.320540762375, 'Latitude': 47.7053083226127, 'Degree Centrality': 3.0, 'Betweenness Centrality': 450154.0}"
179.0,"{'Longitude': -122.321828684178, 'Latitude': 47.649986178212295, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1444138.0}"
180.0,"{'Longitude': -122.322957710353, 'Latitude': 47.626816669409, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
181.0,"{'Longitude': -122.380079966353, 'Latitude': 47.6887708386046, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
178.0,"{'Longitude': -122.35854985209, 'Latitude': 47.7605117320088, 'Degree Centrality': 3.0, 'Betweenness Centrality': 193018.0}"
32952.0,"{'Longitude': -122.278389456937, 'Latitude': 47.6322277119215, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
186.0,"{'Longitude': -122.227884078339, 'Latitude': 47.49906932001621, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
188.0,"{'Longitude': -122.375359368595, 'Latitude': 47.6752111758093, 'Degree Centrality': 4.0, 'Betweenness Centrality': 96528.0}"
189.0,"{'Longitude': -122.298848518439, 'Latitude': 47.6152601265216, 'Degree Centrality': 4.0, 'Betweenness Centrality': 2021279.6666666665}"
32959.0,"{'Longitude': -122.364308636422, 'Latitude': 47.729546182325, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
191.0,"{'Longitude': -122.289181672762, 'Latitude': 47.6626477933155, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1860526.0}"
194.0,"{'Longitude': -122.3034960026105, 'Latitude': 47.6130831269248, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
195.0,"{'Longitude': -122.262729934199, 'Latitude': 47.5201110913641, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32964.0,"{'Longitude': -122.376598014266, 'Latitude': 47.7058070821852, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
196.0,"{'Longitude': -122.270216987433, 'Latitude': 47.658076128694766, 'Degree Centrality': 4.0, 'Betweenness Centrality': 96528.0}"
198.0,"{'Longitude': -122.3083097582254, 'Latitude': 47.75537473622982, 'Degree Centrality': 3.0, 'Betweenness Centrality': 385894.0}"
32967.0,"{'Longitude': -122.349836778586, 'Latitude': 47.6949692412376, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
200.0,"{'Longitude': -122.307799991292, 'Latitude': 47.7048379751879, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
201.0,"{'Longitude': -122.307088480227, 'Latitude': 47.7048136086089, 'Degree Centrality': 3.0, 'Betweenness Centrality': 4360899.666666804}"
197.0,"{'Longitude': -122.27008451263934, 'Latitude': 47.6580517737547, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32974.0,"{'Longitude': -122.32775381549266, 'Latitude': 47.63932090451516, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32975.0,"{'Longitude': -122.30097117745466, 'Latitude': 47.63507452741791, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
207.0,"{'Longitude': -122.282816240285, 'Latitude': 47.704644758045, 'Degree Centrality': 3.0, 'Betweenness Centrality': 321650.0}"
209.0,"{'Longitude': -122.320219195386, 'Latitude': 47.6359025885694, 'Degree Centrality': 3.0, 'Betweenness Centrality': 2243202.0}"
32976.0,"{'Longitude': -122.264737484198, 'Latitude': 47.5242051371266, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
211.0,"{'Longitude': -122.267084741456, 'Latitude': 47.5425028176665, 'Degree Centrality': 4.0, 'Betweenness Centrality': 353800.0}"
212.0,"{'Longitude': -122.27223245981676, 'Latitude': 47.65805345718325, 'Degree Centrality': 5.0, 'Betweenness Centrality': 289512.0}"
32980.0,"{'Longitude': -122.317874130889, 'Latitude': 47.602611174429, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
214.0,"{'Longitude': -122.29988818885931, 'Latitude': 47.60807113484688, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
215.0,"{'Longitude': -122.319077878052, 'Latitude': 47.6371457325911, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32984.0,"{'Longitude': -122.333102444702, 'Latitude': 47.70599249065064, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
219.0,"{'Longitude': -122.320816965339, 'Latitude': 47.6209840664318, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32989.0,"{'Longitude': -122.355145333726, 'Latitude': 47.6931139994138, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
222.0,"{'Longitude': -122.376935928791, 'Latitude': 47.667943132187, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
223.0,"{'Longitude': -122.376793910436, 'Latitude': 47.66794462409257, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
224.0,"{'Longitude': -122.360870888575, 'Latitude': 47.7068859946634, 'Degree Centrality': 4.0, 'Betweenness Centrality': 6673875.33333331}"
32990.0,"{'Longitude': -122.351158979491, 'Latitude': 47.6518173888998, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
221.0,"{'Longitude': -122.35832151486902, 'Latitude': 47.7214765628565, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1316246.0}"
32995.0,"{'Longitude': -122.270491393232, 'Latitude': 47.6675277739191, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32996.0,"{'Longitude': -122.328684206615, 'Latitude': 47.6120811910941, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
229.0,"{'Longitude': -122.35539590957666, 'Latitude': 47.715559418952864, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
230.0,"{'Longitude': -122.398402170088, 'Latitude': 47.690533972487096, 'Degree Centrality': 3.0, 'Betweenness Centrality': 64354.0}"
32999.0,"{'Longitude': -122.28033504175968, 'Latitude': 47.66712655006807, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
32991.0,"{'Longitude': -122.311424014202, 'Latitude': 47.5791217853169, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
33001.0,"{'Longitude': -122.307456619204, 'Latitude': 47.7193726344634, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
234.0,"{'Longitude': -122.33618436387134, 'Latitude': 47.655530892968805, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
235.0,"{'Longitude': -122.275316494772, 'Latitude': 47.5512434675241, 'Degree Centrality': 3.0, 'Betweenness Centrality': 385926.0}"
