Node ID,Attributes
76.0,"{'Longitude': 1282213.24518177, 'Latitude': 271972.505034536, 'Degree Centrality': 3.0, 'Betweenness Centrality': 356548.05826008687}"
77.0,"{'Longitude': 1282284.28767784, 'Latitude': 272235.421834812, 'Degree Centrality': 3.0, 'Betweenness Centrality': 214619.66264203325}"
78.0,"{'Longitude': 1282715.23859029, 'Latitude': 233091.293474734, 'Degree Centrality': 4.0, 'Betweenness Centrality': 68545.07404091679}"
79.0,"{'Longitude': 1282726.5535343, 'Latitude': 233531.437603176, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1043098.277161013}"
80.0,"{'Longitude': 1281281.27494082, 'Latitude': 226056.509979531, 'Degree Centrality': 4.0, 'Betweenness Centrality': 219581.59779765256}"
81.0,"{'Longitude': 1281551.9082851, 'Latitude': 226047.25077951, 'Degree Centrality': 4.0, 'Betweenness Centrality': 119198.69440929564}"
82.0,"{'Longitude': 1287215.17222689, 'Latitude': 201158.116866022, 'Degree Centrality': 3.0, 'Betweenness Centrality': 336319.4708883797}"
83.0,"{'Longitude': 1287404.61177908, 'Latitude': 201153.593538031, 'Degree Centrality': 3.0, 'Betweenness Centrality': 243233.80422173112}"
84.0,"{'Longitude': 1270277.30814555, 'Latitude': 258143.212860376, 'Degree Centrality': 4.0, 'Betweenness Centrality': 555442.6920230833}"
85.0,"{'Longitude': 1270642.56068993, 'Latitude': 258133.419196367, 'Degree Centrality': 3.0, 'Betweenness Centrality': 613165.5041375667}"
86.0,"{'Longitude': 1280294.88581981, 'Latitude': 228275.444509804, 'Degree Centrality': 4.0, 'Betweenness Centrality': 215339.66298494508}"
87.0,"{'Longitude': 1280580.68646009, 'Latitude': 228267.878237784, 'Degree Centrality': 4.0, 'Betweenness Centrality': 306460.1523743688}"
88.0,"{'Longitude': 1278378.23845784, 'Latitude': 237799.906727552, 'Degree Centrality': 5.0, 'Betweenness Centrality': 605694.2945020705}"
89.0,"{'Longitude': 1278804.12933828, 'Latitude': 237789.334567547, 'Degree Centrality': 3.0, 'Betweenness Centrality': 70946.68221757803}"
90.0,"{'Longitude': 1272824.73246816, 'Latitude': 230863.305760443, 'Degree Centrality': 4.0, 'Betweenness Centrality': 283447.20437929267}"
91.0,"{'Longitude': 1273064.5368204, 'Latitude': 230856.854368433, 'Degree Centrality': 4.0, 'Betweenness Centrality': 313728.61815077945}"
92.0,"{'Longitude': 1281381.10514891, 'Latitude': 275680.326734334, 'Degree Centrality': 4.0, 'Betweenness Centrality': 190200.8055376952}"
93.0,"{'Longitude': 1281742.18412529, 'Latitude': 275669.226702332, 'Degree Centrality': 3.0, 'Betweenness Centrality': 60679.987144241335}"
94.0,"{'Longitude': 1266283.53726146, 'Latitude': 171371.195427522, 'Degree Centrality': 4.0, 'Betweenness Centrality': 635871.644623187}"
95.0,"{'Longitude': 1266257.47658943, 'Latitude': 170710.072738856, 'Degree Centrality': 4.0, 'Betweenness Centrality': 146365.38960695}"
96.0,"{'Longitude': 1275345.34392674, 'Latitude': 282544.803797364, 'Degree Centrality': 3.0, 'Betweenness Centrality': 156832.50859001884}"
97.0,"{'Longitude': 1275752.38968715, 'Latitude': 282779.186837614, 'Degree Centrality': 3.0, 'Betweenness Centrality': 109095.83110725024}"
98.0,"{'Longitude': 1264664.81015579, 'Latitude': 281906.94485271, 'Degree Centrality': 3.0, 'Betweenness Centrality': 419461.8064955315}"
99.0,"{'Longitude': 1264668.0404918, 'Latitude': 282139.998484954, 'Degree Centrality': 4.0, 'Betweenness Centrality': 888405.3040203594}"
100.0,"{'Longitude': 1264664.87082779, 'Latitude': 190436.459447056, 'Degree Centrality': 4.0, 'Betweenness Centrality': 661934.7945172669}"
101.0,"{'Longitude': 1264659.03127579, 'Latitude': 189769.788918361, 'Degree Centrality': 4.0, 'Betweenness Centrality': 556282.3830932444}"
102.0,"{'Longitude': 1277398.53695284, 'Latitude': 278181.299088895, 'Degree Centrality': 4.0, 'Betweenness Centrality': 361163.0799215337}"
103.0,"{'Longitude': 1278429.63762589, 'Latitude': 278182.661904901, 'Degree Centrality': 4.0, 'Betweenness Centrality': 249847.4843483645}"
104.0,"{'Longitude': 1273761.84018111, 'Latitude': 281094.578707889, 'Degree Centrality': 3.0, 'Betweenness Centrality': 157865.6007446991}"
105.0,"{'Longitude': 1273941.6010133, 'Latitude': 281087.15937987, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
106.0,"{'Longitude': 1266971.44593416, 'Latitude': 229144.100254685, 'Degree Centrality': 3.0, 'Betweenness Centrality': 101445.77177139383}"
107.0,"{'Longitude': 1267074.50084627, 'Latitude': 229257.475998804, 'Degree Centrality': 3.0, 'Betweenness Centrality': 623.7343563863412}"
108.0,"{'Longitude': 1263215.73661831, 'Latitude': 233093.017890736, 'Degree Centrality': 4.0, 'Betweenness Centrality': 655722.996723279}"
109.0,"{'Longitude': 1263233.93437834, 'Latitude': 233406.478499055, 'Degree Centrality': 4.0, 'Betweenness Centrality': 661918.4932502653}"
110.0,"{'Longitude': 1284175.52505578, 'Latitude': 256967.10431517696, 'Degree Centrality': 3.0, 'Betweenness Centrality': 676443.8103997508}"
111.0,"{'Longitude': 1284180.06182379, 'Latitude': 257310.038331524, 'Degree Centrality': 3.0, 'Betweenness Centrality': 696325.6899529912}"
112.0,"{'Longitude': 1268687.03966393, 'Latitude': 176563.882920846, 'Degree Centrality': 4.0, 'Betweenness Centrality': 576086.0881419814}"
113.0,"{'Longitude': 1268326.00491154, 'Latitude': 176567.896360844, 'Degree Centrality': 3.0, 'Betweenness Centrality': 47345.83859654382}"
114.0,"{'Longitude': 1253666.65104054, 'Latitude': 238556.65130432, 'Degree Centrality': 4.0, 'Betweenness Centrality': 80898.2268689228}"
115.0,"{'Longitude': 1253514.05622438, 'Latitude': 238559.390120327, 'Degree Centrality': 3.0, 'Betweenness Centrality': 4878.160146389228}"
116.0,"{'Longitude': 1274047.4515094, 'Latitude': 210438.22855553, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
117.0,"{'Longitude': 1274103.81880547, 'Latitude': 210438.612683535, 'Degree Centrality': 4.0, 'Betweenness Centrality': 249110.0154777262}"
118.0,"{'Longitude': 1276913.66789635, 'Latitude': 256953.11122717, 'Degree Centrality': 4.0, 'Betweenness Centrality': 433235.8234678832}"
119.0,"{'Longitude': 1277566.93592902, 'Latitude': 256933.55941914, 'Degree Centrality': 3.0, 'Betweenness Centrality': 305257.59593478154}"
120.0,"{'Longitude': 1257852.12694882, 'Latitude': 251724.168245807, 'Degree Centrality': 4.0, 'Betweenness Centrality': 51686.003951716986}"
121.0,"{'Longitude': 1257580.66192454, 'Latitude': 251728.783733815, 'Degree Centrality': 4.0, 'Betweenness Centrality': 151803.76574247508}"
122.0,"{'Longitude': 1277229.24108067, 'Latitude': 265328.371011734, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
123.0,"{'Longitude': 1277229.01074466, 'Latitude': 265451.370819867, 'Degree Centrality': 2.0, 'Betweenness Centrality': 46591.99999999999}"
124.0,"{'Longitude': 1270481.88644975, 'Latitude': 169648.417697757, 'Degree Centrality': 4.0, 'Betweenness Centrality': 220878.07552057988}"
125.0,"{'Longitude': 1270458.24344173, 'Latitude': 168628.175008714, 'Degree Centrality': 3.0, 'Betweenness Centrality': 69592.74540317143}"
126.0,"{'Longitude': 1255234.32931414, 'Latitude': 208599.474313647, 'Degree Centrality': 4.0, 'Betweenness Centrality': 836558.7409138526}"
127.0,"{'Longitude': 1255208.59843412, 'Latitude': 207940.24071297, 'Degree Centrality': 4.0, 'Betweenness Centrality': 968289.958320437}"
128.0,"{'Longitude': 1265867.78743704, 'Latitude': 272818.187787414, 'Degree Centrality': 3.0, 'Betweenness Centrality': 1143233.4129514871}"
129.0,"{'Longitude': 1266470.73860565, 'Latitude': 272804.600203395, 'Degree Centrality': 4.0, 'Betweenness Centrality': 358324.3118695761}"
130.0,"{'Longitude': 1265927.25674909, 'Latitude': 170723.599266857, 'Degree Centrality': 4.0, 'Betweenness Centrality': 307913.20035278285}"
131.0,"{'Longitude': 1273840.2426132, 'Latitude': 190321.361590937, 'Degree Centrality': 3.0, 'Betweenness Centrality': 16722.673346095886}"
132.0,"{'Longitude': 1274132.9129495, 'Latitude': 190311.40856692204, 'Degree Centrality': 3.0, 'Betweenness Centrality': 123034.80075717896}"
133.0,"{'Longitude': 1269098.01617634, 'Latitude': 275415.660878062, 'Degree Centrality': 3.0, 'Betweenness Centrality': 47073.73500504609}"
134.0,"{'Longitude': 1269429.16446468, 'Latitude': 275409.54510206, 'Degree Centrality': 3.0, 'Betweenness Centrality': 24147.007166587096}"
135.0,"{'Longitude': 1293365.06900118, 'Latitude': 187098.91166763, 'Degree Centrality': 4.0, 'Betweenness Centrality': 146746.4207668133}"
136.0,"{'Longitude': 1263899.44983502, 'Latitude': 239306.09303309, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1979396.0574969884}"
137.0,"{'Longitude': 1263578.79197869, 'Latitude': 239310.656041101, 'Degree Centrality': 4.0, 'Betweenness Centrality': 751541.7128707417}"
138.0,"{'Longitude': 1286124.69273777, 'Latitude': 250469.927988529, 'Degree Centrality': 4.0, 'Betweenness Centrality': 778686.9436100288}"
139.0,"{'Longitude': 1286452.71635412, 'Latitude': 250462.30827651903, 'Degree Centrality': 3.0, 'Betweenness Centrality': 92500.49991027618}"
140.0,"{'Longitude': 1252895.25660774, 'Latitude': 241888.374955744, 'Degree Centrality': 4.0, 'Betweenness Centrality': 272718.552315782}"
141.0,"{'Longitude': 1252630.71811147, 'Latitude': 241894.735147744, 'Degree Centrality': 4.0, 'Betweenness Centrality': 767716.4552658285}"
142.0,"{'Longitude': 1281503.52447705, 'Latitude': 224567.178969994, 'Degree Centrality': 2.0, 'Betweenness Centrality': 46591.99999999999}"
143.0,"{'Longitude': 1281508.38476504, 'Latitude': 224727.104474157, 'Degree Centrality': 3.0, 'Betweenness Centrality': 93577.9161267074}"
144.0,"{'Longitude': 1255906.26435483, 'Latitude': 206583.175879583, 'Degree Centrality': 3.0, 'Betweenness Centrality': 7548.705289238862}"
145.0,"{'Longitude': 1255893.83229081, 'Latitude': 206275.863815263, 'Degree Centrality': 3.0, 'Betweenness Centrality': 54207.48250090914}"
146.0,"{'Longitude': 1274282.36312565, 'Latitude': 262005.069952339, 'Degree Centrality': 4.0, 'Betweenness Centrality': 4042808.380953901}"
147.0,"{'Longitude': 1274287.39461365, 'Latitude': 263332.436417699, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1032723.0445650208}"
148.0,"{'Longitude': 1271812.62360312, 'Latitude': 224388.446681812, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1009356.7806980168}"
149.0,"{'Longitude': 1272089.89438741, 'Latitude': 224552.525785983, 'Degree Centrality': 4.0, 'Betweenness Centrality': 848301.0597217036}"
150.0,"{'Longitude': 1277243.86668068, 'Latitude': 218532.477459818, 'Degree Centrality': 3.0, 'Betweenness Centrality': 87060.18202418165}"
151.0,"{'Longitude': 1277236.76600868, 'Latitude': 218106.060627386, 'Degree Centrality': 4.0, 'Betweenness Centrality': 668150.948227215}"
152.0,"{'Longitude': 1253250.87664011, 'Latitude': 238026.825575784, 'Degree Centrality': 4.0, 'Betweenness Centrality': 571013.4900673447}"
153.0,"{'Longitude': 1253012.02505587, 'Latitude': 238977.303016752, 'Degree Centrality': 3.0, 'Betweenness Centrality': 516319.67277391534}"
154.0,"{'Longitude': 1249993.20105277, 'Latitude': 214783.617167979, 'Degree Centrality': 4.0, 'Betweenness Centrality': 9778754.341514291}"
155.0,"{'Longitude': 1249067.76489183, 'Latitude': 214423.403279617, 'Degree Centrality': 3.0, 'Betweenness Centrality': 2437635.4503066894}"
156.0,"{'Longitude': 1266148.59358132, 'Latitude': 250294.497588351, 'Degree Centrality': 3.0, 'Betweenness Centrality': 256589.8785823904}"
157.0,"{'Longitude': 1266156.64676532, 'Latitude': 250609.36146067097, 'Degree Centrality': 3.0, 'Betweenness Centrality': 348989.83586999064}"
158.0,"{'Longitude': 1280661.65382019, 'Latitude': 181065.626861453, 'Degree Centrality': 4.0, 'Betweenness Centrality': 612803.3643049516}"
159.0,"{'Longitude': 1281077.1979486, 'Latitude': 181074.766573459, 'Degree Centrality': 4.0, 'Betweenness Centrality': 343716.94830451626}"
160.0,"{'Longitude': 1264359.95677949, 'Latitude': 190435.671095043, 'Degree Centrality': 4.0, 'Betweenness Centrality': 933438.5629699356}"
161.0,"{'Longitude': 1284064.52723166, 'Latitude': 183615.953456059, 'Degree Centrality': 3.0, 'Betweenness Centrality': 2741.5770079265194}"
162.0,"{'Longitude': 1284315.11270392, 'Latitude': 183605.35467205904, 'Degree Centrality': 3.0, 'Betweenness Centrality': 202.64126984126992}"
163.0,"{'Longitude': 1275724.35563913, 'Latitude': 273498.561420113, 'Degree Centrality': 3.0, 'Betweenness Centrality': 130256.39838094388}"
164.0,"{'Longitude': 1275724.35755913, 'Latitude': 273624.971596241, 'Degree Centrality': 3.0, 'Betweenness Centrality': 213146.12755560185}"
165.0,"{'Longitude': 1270425.5919217, 'Latitude': 277388.989008084, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1226814.568387993}"
166.0,"{'Longitude': 1270431.37732971, 'Latitude': 278050.473552763, 'Degree Centrality': 2.0, 'Betweenness Centrality': 5202.342564765064}"
167.0,"{'Longitude': 1278738.71116221, 'Latitude': 175783.79357604697, 'Degree Centrality': 3.0, 'Betweenness Centrality': 127940.0903153609}"
168.0,"{'Longitude': 1278738.70949821, 'Latitude': 175420.741159678, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
169.0,"{'Longitude': 1280407.09036392, 'Latitude': 275046.280397683, 'Degree Centrality': 4.0, 'Betweenness Centrality': 261475.95063475263}"
170.0,"{'Longitude': 1280729.71046025, 'Latitude': 275034.756493673, 'Degree Centrality': 4.0, 'Betweenness Centrality': 330172.84452854545}"
171.0,"{'Longitude': 1264958.1405881, 'Latitude': 256952.308411166, 'Degree Centrality': 4.0, 'Betweenness Centrality': 310383.67668706336}"
172.0,"{'Longitude': 1265288.06122844, 'Latitude': 256943.776891157, 'Degree Centrality': 4.0, 'Betweenness Centrality': 118064.42349575796}"
173.0,"{'Longitude': 1259254.25437427, 'Latitude': 211145.917708263, 'Degree Centrality': 4.0, 'Betweenness Centrality': 971551.0320170842}"
174.0,"{'Longitude': 1258928.14480592, 'Latitude': 211153.105356261, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1205251.193651932}"
175.0,"{'Longitude': 1267045.12235023, 'Latitude': 266826.329029277, 'Degree Centrality': 4.0, 'Betweenness Centrality': 61462.66579344976}"
176.0,"{'Longitude': 1267048.67582224, 'Latitude': 267157.805381611, 'Degree Centrality': 3.0, 'Betweenness Centrality': 23269.924170146973}"
177.0,"{'Longitude': 1268605.79934384, 'Latitude': 230121.900767684, 'Degree Centrality': 4.0, 'Betweenness Centrality': 167856.98473155414}"
178.0,"{'Longitude': 1268928.17694417, 'Latitude': 230113.763999686, 'Degree Centrality': 4.0, 'Betweenness Centrality': 178839.84181480703}"
179.0,"{'Longitude': 1256268.74326721, 'Latitude': 237184.078246921, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
180.0,"{'Longitude': 1256273.2337632, 'Latitude': 237345.089063078, 'Degree Centrality': 3.0, 'Betweenness Centrality': 66196.95622741686}"
181.0,"{'Longitude': 1266453.41284563, 'Latitude': 227664.082845166, 'Degree Centrality': 4.0, 'Betweenness Centrality': 160905.27863777615}"
182.0,"{'Longitude': 1266226.6938694, 'Latitude': 227870.505373389, 'Degree Centrality': 4.0, 'Betweenness Centrality': 183863.06625338556}"
183.0,"{'Longitude': 1255616.55824253, 'Latitude': 210587.041227683, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1098357.4619908964}"
184.0,"{'Longitude': 1255285.88995419, 'Latitude': 210598.314827695, 'Degree Centrality': 4.0, 'Betweenness Centrality': 1093145.3830399194}"
185.0,"{'Longitude': 1268898.14552014, 'Latitude': 254213.515320361, 'Degree Centrality': 4.0, 'Betweenness Centrality': 5173890.468911412}"
186.0,"{'Longitude': 1268902.42276815, 'Latitude': 254477.183736622, 'Degree Centrality': 5.0, 'Betweenness Centrality': 713958.4131989352}"
187.0,"{'Longitude': 1255407.24893032, 'Latitude': 258198.797372445, 'Degree Centrality': 4.0, 'Betweenness Centrality': 127077.42068868988}"
188.0,"{'Longitude': 1255079.59574598, 'Latitude': 258214.809788451, 'Degree Centrality': 1.0, 'Betweenness Centrality': 0.0}"
